ILMN_1762337,Gene_1
ILMN_1723729,Gene_4966
ILMN_2175465,Gene_4967
ILMN_1684571,Gene_4968
ILMN_1777720,Gene_4969
ILMN_1742901,Gene_4970
ILMN_1785109,Gene_4971
ILMN_1690757,Gene_4972
ILMN_1788223,Gene_4973
ILMN_1659985,Gene_4974
ILMN_1682937,Gene_4975
ILMN_1695108,Gene_4976
ILMN_2081645,Gene_4977
ILMN_1681983,Gene_4978
ILMN_1750625,Gene_4979
ILMN_2347249,Gene_4980
ILMN_1763694,Gene_4981
ILMN_1682494,Gene_4982
ILMN_2358278,Gene_4983
ILMN_2358277,Gene_4984
ILMN_1721657,Gene_4985
ILMN_2383344,Gene_4986
ILMN_2384405,Gene_4987
ILMN_1748189,Gene_4988
ILMN_2281607,Gene_4989
ILMN_1808305,Gene_4990
ILMN_2059294,Gene_4991
ILMN_1759863,Gene_4992
ILMN_1778629,Gene_4993
ILMN_1803162,Gene_4994
ILMN_1709538,Gene_4995
ILMN_1791039,Gene_4996
ILMN_2392818,Gene_4997
ILMN_1680591,Gene_4998
ILMN_1809336,Gene_4999
ILMN_1688256,Gene_5000
ILMN_1740606,Gene_5001
ILMN_1777245,Gene_5002
ILMN_1677845,Gene_5003
ILMN_2281786,Gene_5004
ILMN_1768357,Gene_5005
ILMN_1756928,Gene_5006
ILMN_1749115,Gene_5007
ILMN_1685357,Gene_5008
ILMN_2373377,Gene_5009
ILMN_2320906,Gene_5010
ILMN_1651652,Gene_5011
ILMN_1691001,Gene_5012
ILMN_2363065,Gene_5013
ILMN_2352036,Gene_5014
ILMN_1693598,Gene_5015
ILMN_1730611,Gene_5016
ILMN_1748983,Gene_5017
ILMN_1758827,Gene_5018
ILMN_1737484,Gene_5019
ILMN_1778683,Gene_5020
ILMN_1725098,Gene_5021
ILMN_1813450,Gene_5022
ILMN_1776146,Gene_5023
ILMN_2149204,Gene_5024
ILMN_2173975,Gene_5025
ILMN_1735658,Gene_5026
ILMN_1659777,Gene_5027
ILMN_2277025,Gene_5028
ILMN_2310968,Gene_5029
ILMN_2319766,Gene_5030
ILMN_1707872,Gene_5031
ILMN_2245814,Gene_5032
ILMN_2262901,Gene_5033
ILMN_1730931,Gene_5034
ILMN_2351230,Gene_5035
ILMN_1678627,Gene_5036
ILMN_1733875,Gene_5037
ILMN_1775357,Gene_5038
ILMN_1690064,Gene_5039
ILMN_1709164,Gene_5040
ILMN_1756715,Gene_5041
ILMN_1808157,Gene_5042
ILMN_1730797,Gene_5043
ILMN_1669335,Gene_5044
ILMN_1801504,Gene_5045
ILMN_1723477,Gene_5046
ILMN_1710522,Gene_5047
ILMN_1812795,Gene_5048
ILMN_1694734,Gene_5049
ILMN_1724669,Gene_5050
ILMN_2377746,Gene_5051
ILMN_1716651,Gene_5052
ILMN_1669066,Gene_5053
ILMN_1787461,Gene_5054
ILMN_1751839,Gene_5055
ILMN_1743747,Gene_5056
ILMN_1810037,Gene_5057
ILMN_2242450,Gene_5058
ILMN_1725352,Gene_5059
ILMN_1656540,Gene_5060
ILMN_1693108,Gene_5061
ILMN_2120340,Gene_5062
ILMN_1812970,Gene_5063
ILMN_2316806,Gene_5064
ILMN_1722156,Gene_5065
ILMN_1698233,Gene_5066
ILMN_1796835,Gene_5067
ILMN_1708660,Gene_5068
ILMN_1749150,Gene_5069
ILMN_1731621,Gene_5070
ILMN_1806099,Gene_5071
ILMN_1687315,Gene_5072
ILMN_1774074,Gene_5073
ILMN_1809730,Gene_5074
ILMN_2263333,Gene_5075
ILMN_1750624,Gene_5076
ILMN_1721842,Gene_5077
ILMN_2363439,Gene_5078
ILMN_1658526,Gene_5079
ILMN_1769671,Gene_5080
ILMN_1682062,Gene_5081
ILMN_2411781,Gene_5082
ILMN_1760798,Gene_5083
ILMN_1796455,Gene_5084
ILMN_1653494,Gene_5085
ILMN_2046730,Gene_5086
ILMN_1796712,Gene_5087
ILMN_1750101,Gene_5088
ILMN_1748915,Gene_5089
ILMN_1782142,Gene_5090
ILMN_1814799,Gene_5091
ILMN_1765459,Gene_5092
ILMN_2407168,Gene_5093
ILMN_1738707,Gene_5094
ILMN_1667138,Gene_5095
ILMN_1783287,Gene_5096
ILMN_1728049,Gene_5097
ILMN_1725852,Gene_5098
ILMN_1712545,Gene_5099
ILMN_1688780,Gene_5100
ILMN_1684306,Gene_5101
ILMN_1810857,Gene_5102
ILMN_1713636,Gene_5103
ILMN_1757351,Gene_5104
ILMN_1673191,Gene_5105
ILMN_2179283,Gene_5106
ILMN_1674104,Gene_5107
ILMN_1729801,Gene_5108
ILMN_1750974,Gene_5109
ILMN_1771710,Gene_5110
ILMN_1715695,Gene_5111
ILMN_1801216,Gene_5112
ILMN_1663577,Gene_5113
ILMN_1700685,Gene_5114
ILMN_2314208,Gene_5115
ILMN_2294274,Gene_5116
ILMN_2054707,Gene_5117
ILMN_1795139,Gene_5118
ILMN_1812452,Gene_5119
ILMN_1703531,Gene_5120
ILMN_1784737,Gene_5121
ILMN_2073184,Gene_5122
ILMN_1808732,Gene_5123
ILMN_2304512,Gene_5124
ILMN_1701017,Gene_5125
ILMN_1728262,Gene_5126
ILMN_1668055,Gene_5127
ILMN_1658678,Gene_5128
ILMN_1808797,Gene_5129
ILMN_1776674,Gene_5130
ILMN_1765019,Gene_5131
ILMN_1738832,Gene_5132
ILMN_2131523,Gene_5133
ILMN_1657204,Gene_5134
ILMN_1722059,Gene_5135
ILMN_1705679,Gene_5136
ILMN_2069446,Gene_5137
ILMN_1758619,Gene_5138
ILMN_1744786,Gene_5139
ILMN_2124433,Gene_5140
ILMN_1657888,Gene_5141
ILMN_1740842,Gene_5142
ILMN_1707065,Gene_5143
ILMN_1695687,Gene_5144
ILMN_1658821,Gene_5145
ILMN_1767801,Gene_5146
ILMN_1709067,Gene_5147
ILMN_2195138,Gene_5148
ILMN_1706337,Gene_5149
ILMN_1783131,Gene_5150
ILMN_1760688,Gene_5151
ILMN_1659158,Gene_5152
ILMN_2258816,Gene_5153
ILMN_1755415,Gene_5154
ILMN_2343618,Gene_5155
ILMN_2119297,Gene_5156
ILMN_1753467,Gene_5157
ILMN_1755215,Gene_5158
ILMN_1691716,Gene_5159
ILMN_1802231,Gene_5160
ILMN_1748150,Gene_5161
ILMN_2105177,Gene_5162
ILMN_1814305,Gene_5163
ILMN_1799467,Gene_5164
ILMN_1721026,Gene_5165
ILMN_1671932,Gene_5166
ILMN_1684887,Gene_5167
ILMN_2171289,Gene_5168
ILMN_1700044,Gene_5169
ILMN_1752793,Gene_5170
ILMN_1700896,Gene_5171
ILMN_2199022,Gene_5172
ILMN_1757781,Gene_5173
ILMN_1794085,Gene_5174
ILMN_1811430,Gene_5175
ILMN_1689126,Gene_5176
ILMN_1783415,Gene_5177
ILMN_1744035,Gene_5178
ILMN_1655306,Gene_5179
ILMN_1655922,Gene_5180
ILMN_1670523,Gene_5181
ILMN_1732725,Gene_5182
ILMN_1657697,Gene_5183
ILMN_2287168,Gene_5184
ILMN_1736888,Gene_5185
ILMN_2394296,Gene_5186
ILMN_1708242,Gene_5187
ILMN_1704973,Gene_5188
ILMN_1746265,Gene_5189
ILMN_1786972,Gene_5190
ILMN_1655684,Gene_5191
ILMN_1680145,Gene_5192
ILMN_1714896,Gene_5193
ILMN_2185984,Gene_5194
ILMN_1712673,Gene_5195
ILMN_1697554,Gene_5196
ILMN_1680662,Gene_5197
ILMN_2089458,Gene_5198
ILMN_1753342,Gene_5199
ILMN_1746883,Gene_5200
ILMN_1690646,Gene_5201
ILMN_1738657,Gene_5202
ILMN_1713351,Gene_5203
ILMN_2050654,Gene_5204
ILMN_1679045,Gene_5205
ILMN_1765725,Gene_5206
ILMN_2159384,Gene_5207
ILMN_1703246,Gene_5208
ILMN_1784595,Gene_5209
ILMN_2123665,Gene_5210
ILMN_1708261,Gene_5211
ILMN_1807694,Gene_5212
ILMN_1728298,Gene_5213
ILMN_1739943,Gene_5214
ILMN_1808811,Gene_5215
ILMN_1712759,Gene_5216
ILMN_1689842,Gene_5217
ILMN_1720889,Gene_5218
ILMN_2402499,Gene_5219
ILMN_1677607,Gene_5220
ILMN_1655663,Gene_5221
ILMN_1694194,Gene_5222
ILMN_1728907,Gene_5223
ILMN_1729058,Gene_5224
ILMN_1654893,Gene_5225
ILMN_2399208,Gene_5226
ILMN_1793712,Gene_5227
ILMN_1800843,Gene_5228
ILMN_1753345,Gene_5229
ILMN_2372011,Gene_5230
ILMN_1795317,Gene_5231
ILMN_1794230,Gene_5232
ILMN_1745917,Gene_5233
ILMN_1658502,Gene_5234
ILMN_1759319,Gene_5235
ILMN_1713746,Gene_5236
ILMN_1775590,Gene_5237
ILMN_2246154,Gene_5238
ILMN_1758244,Gene_5239
ILMN_1677534,Gene_5240
ILMN_1811178,Gene_5241
ILMN_1746376,Gene_5242
ILMN_1654966,Gene_5243
ILMN_1723358,Gene_5244
ILMN_1751062,Gene_5245
ILMN_2183409,Gene_5246
ILMN_1814726,Gene_5247
ILMN_1777658,Gene_5248
ILMN_2390946,Gene_5249
ILMN_1655405,Gene_5250
ILMN_2341006,Gene_5251
ILMN_2199574,Gene_5252
ILMN_1805064,Gene_5253
ILMN_1795839,Gene_5254
ILMN_2156936,Gene_5255
ILMN_1689329,Gene_5256
ILMN_1746164,Gene_5257
ILMN_2303912,Gene_5258
ILMN_2237428,Gene_5259
ILMN_1710325,Gene_5260
ILMN_2388190,Gene_5261
ILMN_1800543,Gene_5262
ILMN_1687332,Gene_5263
ILMN_1708891,Gene_5264
ILMN_1703178,Gene_5265
ILMN_2197946,Gene_5266
ILMN_1711245,Gene_5267
ILMN_2065773,Gene_5268
ILMN_1655347,Gene_5269
ILMN_1768099,Gene_5270
ILMN_1781656,Gene_5271
ILMN_1714536,Gene_5272
ILMN_1802104,Gene_5273
ILMN_1732398,Gene_5274
ILMN_1723333,Gene_5275
ILMN_1679666,Gene_5276
ILMN_1670306,Gene_5277
ILMN_1768756,Gene_5278
ILMN_1789648,Gene_5279
ILMN_1794598,Gene_5280
ILMN_1813561,Gene_5281
ILMN_1797107,Gene_5282
ILMN_1722742,Gene_5283
ILMN_2276504,Gene_5284
ILMN_1653861,Gene_5285
ILMN_1714738,Gene_5286
ILMN_2375557,Gene_5287
ILMN_1776653,Gene_5288
ILMN_2340908,Gene_5289
ILMN_2257377,Gene_5290
ILMN_1698191,Gene_5291
ILMN_1747436,Gene_5292
ILMN_1801666,Gene_5293
ILMN_1797892,Gene_5294
ILMN_1741059,Gene_5295
ILMN_1801302,Gene_5296
ILMN_1767666,Gene_5297
ILMN_2271762,Gene_5298
ILMN_2366915,Gene_5299
ILMN_1732782,Gene_5300
ILMN_1676998,Gene_5301
ILMN_2283293,Gene_5302
ILMN_2387395,Gene_5303
ILMN_1657591,Gene_5304
ILMN_1700328,Gene_5305
ILMN_2412822,Gene_5306
ILMN_1731914,Gene_5307
ILMN_1695947,Gene_5308
ILMN_1694956,Gene_5309
ILMN_1773802,Gene_5310
ILMN_1690160,Gene_5311
ILMN_1773271,Gene_5312
ILMN_1781951,Gene_5313
ILMN_1672591,Gene_5314
ILMN_2169692,Gene_5315
ILMN_1746598,Gene_5316
ILMN_2375651,Gene_5317
ILMN_1713995,Gene_5318
ILMN_1740917,Gene_5319
ILMN_1754757,Gene_5320
ILMN_1814215,Gene_5321
ILMN_2153837,Gene_5322
ILMN_1728975,Gene_5323
ILMN_1701621,Gene_5324
ILMN_1768050,Gene_5325
ILMN_1674955,Gene_5326
ILMN_1694776,Gene_5327
ILMN_1767470,Gene_5328
ILMN_1726204,Gene_5329
ILMN_2324029,Gene_5330
ILMN_1726516,Gene_5331
ILMN_1695181,Gene_5332
ILMN_1756439,Gene_5333
ILMN_1662016,Gene_5334
ILMN_1699844,Gene_5335
ILMN_2116516,Gene_5336
ILMN_1741617,Gene_5337
ILMN_1752841,Gene_5338
ILMN_1706682,Gene_5339
ILMN_1705763,Gene_5340
ILMN_1772537,Gene_5341
ILMN_1739714,Gene_5342
ILMN_1779416,Gene_5343
ILMN_1659359,Gene_5344
ILMN_1715351,Gene_5345
ILMN_1731991,Gene_5346
ILMN_2400874,Gene_5347
ILMN_1761911,Gene_5348
ILMN_2121316,Gene_5349
ILMN_1711919,Gene_5350
ILMN_1743427,Gene_5351
ILMN_1651949,Gene_5352
ILMN_1683674,Gene_5353
ILMN_1735360,Gene_5354
ILMN_1768953,Gene_5355
ILMN_1815308,Gene_5356
ILMN_1800038,Gene_5357
ILMN_1784553,Gene_5358
ILMN_1680480,Gene_5359
ILMN_1802418,Gene_5360
ILMN_1753523,Gene_5361
ILMN_1663042,Gene_5362
ILMN_1693088,Gene_5363
ILMN_2363591,Gene_5364
ILMN_2363586,Gene_5365
ILMN_1705107,Gene_5366
ILMN_2376822,Gene_5367
ILMN_2277246,Gene_5368
ILMN_1700310,Gene_5369
ILMN_1772489,Gene_5370
ILMN_1686194,Gene_5371
ILMN_2380850,Gene_5372
ILMN_2271379,Gene_5373
ILMN_1803997,Gene_5374
ILMN_1693727,Gene_5375
ILMN_1728802,Gene_5376
ILMN_1713978,Gene_5377
ILMN_1749213,Gene_5378
ILMN_1696065,Gene_5379
ILMN_1785605,Gene_5380
ILMN_2378257,Gene_5381
ILMN_1744210,Gene_5382
ILMN_2051232,Gene_5383
ILMN_1693124,Gene_5384
ILMN_2070355,Gene_5385
ILMN_1759048,Gene_5386
ILMN_1654602,Gene_5387
ILMN_1734640,Gene_5388
ILMN_1707815,Gene_5389
ILMN_1653390,Gene_5390
ILMN_1675290,Gene_5391
ILMN_1766418,Gene_5392
ILMN_1750093,Gene_5393
ILMN_1666757,Gene_5394
ILMN_1718539,Gene_5395
ILMN_1651664,Gene_5396
ILMN_1754458,Gene_5397
ILMN_1757306,Gene_5398
ILMN_1732166,Gene_5399
ILMN_1671972,Gene_5400
ILMN_2148679,Gene_5401
ILMN_1671925,Gene_5402
ILMN_1667257,Gene_5403
ILMN_2323366,Gene_5404
ILMN_1746241,Gene_5405
ILMN_1698487,Gene_5406
ILMN_1810540,Gene_5407
ILMN_2405353,Gene_5408
ILMN_1676709,Gene_5409
ILMN_1715991,Gene_5410
ILMN_1710064,Gene_5411
ILMN_1798817,Gene_5412
ILMN_2133090,Gene_5413
ILMN_1739882,Gene_5414
ILMN_1811114,Gene_5415
ILMN_1750674,Gene_5416
ILMN_1708886,Gene_5417
ILMN_2229019,Gene_5418
ILMN_1693490,Gene_5419
ILMN_2196666,Gene_5420
ILMN_1701681,Gene_5421
ILMN_2391912,Gene_5422
ILMN_1732575,Gene_5423
ILMN_2285802,Gene_5424
ILMN_1684211,Gene_5425
ILMN_1675770,Gene_5426
ILMN_1742947,Gene_5427
ILMN_1769402,Gene_5428
ILMN_1687268,Gene_5429
ILMN_1657946,Gene_5430
ILMN_1808128,Gene_5431
ILMN_1757928,Gene_5432
ILMN_2126344,Gene_5433
ILMN_1748719,Gene_5434
ILMN_1775036,Gene_5435
ILMN_1784238,Gene_5436
ILMN_2290618,Gene_5437
ILMN_1752435,Gene_5438
ILMN_1664051,Gene_5439
ILMN_1790311,Gene_5440
ILMN_2129309,Gene_5441
ILMN_1657483,Gene_5442
ILMN_2366246,Gene_5443
ILMN_1690690,Gene_5444
ILMN_2126832,Gene_5445
ILMN_2334303,Gene_5446
ILMN_1662707,Gene_5447
ILMN_1730232,Gene_5448
ILMN_1735148,Gene_5449
ILMN_1790711,Gene_5450
ILMN_1745469,Gene_5451
ILMN_1676600,Gene_5452
ILMN_1706758,Gene_5453
ILMN_1656386,Gene_5454
ILMN_1724959,Gene_5455
ILMN_1691409,Gene_5456
ILMN_2399896,Gene_5457
ILMN_1698731,Gene_5458
ILMN_1733050,Gene_5459
ILMN_1659564,Gene_5460
ILMN_1779381,Gene_5461
ILMN_1801852,Gene_5462
ILMN_1787026,Gene_5463
ILMN_2367020,Gene_5464
ILMN_1762003,Gene_5465
ILMN_2136068,Gene_5466
ILMN_1763989,Gene_5467
ILMN_1736481,Gene_5468
ILMN_1784333,Gene_5469
ILMN_1652277,Gene_5470
ILMN_1708619,Gene_5471
ILMN_1705032,Gene_5472
ILMN_2381138,Gene_5473
ILMN_1726496,Gene_5474
ILMN_1750018,Gene_5475
ILMN_1797822,Gene_5476
ILMN_2193892,Gene_5477
ILMN_1739393,Gene_5478
ILMN_1680652,Gene_5479
ILMN_1696133,Gene_5480
ILMN_2134110,Gene_5481
ILMN_1758056,Gene_5482
ILMN_1724422,Gene_5483
ILMN_1651429,Gene_5484
ILMN_1769787,Gene_5485
ILMN_1715417,Gene_5486
ILMN_1734855,Gene_5487
ILMN_1784534,Gene_5488
ILMN_1787680,Gene_5489
ILMN_1803744,Gene_5490
ILMN_2227368,Gene_5491
ILMN_1746368,Gene_5492
ILMN_1655374,Gene_5493
ILMN_1765641,Gene_5494
ILMN_1653501,Gene_5495
ILMN_2406299,Gene_5496
ILMN_1695475,Gene_5497
ILMN_2099773,Gene_5498
ILMN_2154322,Gene_5499
ILMN_1651547,Gene_5500
ILMN_1761540,Gene_5501
ILMN_1676067,Gene_5502
ILMN_1702787,Gene_5503
ILMN_1672589,Gene_5504
ILMN_1781814,Gene_5505
ILMN_2115669,Gene_5506
ILMN_1687533,Gene_5507
ILMN_1805007,Gene_5508
ILMN_1676248,Gene_5509
ILMN_1678974,Gene_5510
ILMN_1656927,Gene_5511
ILMN_1880012,Gene_5512
ILMN_1736300,Gene_5513
ILMN_1794370,Gene_5514
ILMN_1713529,Gene_5515
ILMN_1712914,Gene_5516
ILMN_1689020,Gene_5517
ILMN_2360988,Gene_5518
ILMN_1813503,Gene_5519
ILMN_1814494,Gene_5520
ILMN_1654540,Gene_5521
ILMN_1753251,Gene_5522
ILMN_2317493,Gene_5523
ILMN_1806407,Gene_5524
ILMN_1756312,Gene_5525
ILMN_2397347,Gene_5526
ILMN_2312498,Gene_5527
ILMN_2169783,Gene_5528
ILMN_1801121,Gene_5529
ILMN_2123567,Gene_5530
ILMN_1751147,Gene_5531
ILMN_1675501,Gene_5532
ILMN_2054233,Gene_5533
ILMN_2054236,Gene_5534
ILMN_1778294,Gene_5535
ILMN_2382354,Gene_5536
ILMN_1767690,Gene_5537
ILMN_2407082,Gene_5538
ILMN_2176768,Gene_5539
ILMN_1673369,Gene_5540
ILMN_1687824,Gene_5541
ILMN_2289887,Gene_5542
ILMN_2399036,Gene_5543
ILMN_1760890,Gene_5544
ILMN_1785071,Gene_5545
ILMN_2204826,Gene_5546
ILMN_1750092,Gene_5547
ILMN_1696814,Gene_5548
ILMN_1671854,Gene_5549
ILMN_2415162,Gene_5550
ILMN_2343757,Gene_5551
ILMN_2258958,Gene_5552
ILMN_1691864,Gene_5553
ILMN_1788778,Gene_5554
ILMN_1788061,Gene_5555
ILMN_1798053,Gene_5556
ILMN_2365711,Gene_5557
ILMN_1748546,Gene_5558
ILMN_1747665,Gene_5559
ILMN_1676737,Gene_5560
ILMN_1746673,Gene_5561
ILMN_1659953,Gene_5562
ILMN_2251114,Gene_5563
ILMN_1776157,Gene_5564
ILMN_2402172,Gene_5565
ILMN_1778079,Gene_5566
ILMN_2294123,Gene_5567
ILMN_1674893,Gene_5568
ILMN_1688067,Gene_5569
ILMN_1789627,Gene_5570
ILMN_1681798,Gene_5571
ILMN_1661342,Gene_5572
ILMN_2399264,Gene_5573
ILMN_1729019,Gene_5574
ILMN_1721910,Gene_5575
ILMN_1769118,Gene_5576
ILMN_2045994,Gene_5577
ILMN_1719661,Gene_5578
ILMN_2183610,Gene_5579
ILMN_1812169,Gene_5580
ILMN_1773968,Gene_5581
ILMN_2382558,Gene_5582
ILMN_2280630,Gene_5583
ILMN_2233878,Gene_5584
ILMN_1665388,Gene_5585
ILMN_2233885,Gene_5586
ILMN_1655011,Gene_5587
ILMN_1789136,Gene_5588
ILMN_1760049,Gene_5589
ILMN_2289844,Gene_5590
ILMN_1663367,Gene_5591
ILMN_2289840,Gene_5592
ILMN_1657409,Gene_5593
ILMN_1801395,Gene_5594
ILMN_2231298,Gene_5595
ILMN_2231299,Gene_5596
ILMN_1741613,Gene_5597
ILMN_2111932,Gene_5598
ILMN_1665065,Gene_5599
ILMN_1713752,Gene_5600
ILMN_1815656,Gene_5601
ILMN_1704512,Gene_5602
ILMN_1789464,Gene_5603
ILMN_1706817,Gene_5604
ILMN_1696767,Gene_5605
ILMN_2338452,Gene_5606
ILMN_2256050,Gene_5607
ILMN_2404154,Gene_5608
ILMN_1764980,Gene_5609
ILMN_1793628,Gene_5610
ILMN_2316955,Gene_5611
ILMN_1791095,Gene_5612
ILMN_1670669,Gene_5613
ILMN_1743046,Gene_5614
ILMN_1780705,Gene_5615
ILMN_1810166,Gene_5616
ILMN_1788874,Gene_5617
ILMN_1759631,Gene_5618
ILMN_1759910,Gene_5619
ILMN_2215418,Gene_5620
ILMN_1705243,Gene_5621
ILMN_1683933,Gene_5622
ILMN_2377385,Gene_5623
ILMN_1679133,Gene_5624
ILMN_2147424,Gene_5625
ILMN_1694917,Gene_5626
ILMN_2234517,Gene_5627
ILMN_1769759,Gene_5628
ILMN_2150851,Gene_5629
ILMN_2150856,Gene_5630
ILMN_1703855,Gene_5631
ILMN_2120222,Gene_5632
ILMN_1782716,Gene_5633
ILMN_1793888,Gene_5634
ILMN_1712400,Gene_5635
ILMN_1688814,Gene_5636
ILMN_2395139,Gene_5637
ILMN_1767685,Gene_5638
ILMN_2397028,Gene_5639
ILMN_1718960,Gene_5640
ILMN_1742052,Gene_5641
ILMN_2184250,Gene_5642
ILMN_1762605,Gene_5643
ILMN_1707975,Gene_5644
ILMN_1744381,Gene_5645
ILMN_1655595,Gene_5646
ILMN_2141482,Gene_5647
ILMN_1740005,Gene_5648
ILMN_1670305,Gene_5649
ILMN_1711272,Gene_5650
ILMN_1751028,Gene_5651
ILMN_2207988,Gene_5652
ILMN_1814333,Gene_5653
ILMN_1726225,Gene_5654
ILMN_1794017,Gene_5655
ILMN_1651347,Gene_5656
ILMN_1801934,Gene_5657
ILMN_1804502,Gene_5658
ILMN_1813955,Gene_5659
ILMN_1730794,Gene_5660
ILMN_1800626,Gene_5661
ILMN_1751598,Gene_5662
ILMN_1694027,Gene_5663
ILMN_1724495,Gene_5664
ILMN_1742238,Gene_5665
ILMN_1720513,Gene_5666
ILMN_1714327,Gene_5667
ILMN_1813573,Gene_5668
ILMN_1769473,Gene_5669
ILMN_1679577,Gene_5670
ILMN_1756328,Gene_5671
ILMN_1724504,Gene_5672
ILMN_1737376,Gene_5673
ILMN_1751075,Gene_5674
ILMN_1654637,Gene_5675
ILMN_1724009,Gene_5676
ILMN_1720916,Gene_5677
ILMN_1651936,Gene_5678
ILMN_1718207,Gene_5679
ILMN_1731644,Gene_5680
ILMN_1682404,Gene_5681
ILMN_1763436,Gene_5682
ILMN_1658809,Gene_5683
ILMN_1684320,Gene_5684
ILMN_2413780,Gene_5685
ILMN_2297887,Gene_5686
ILMN_1800873,Gene_5687
ILMN_2413779,Gene_5688
ILMN_1742808,Gene_5689
ILMN_1776077,Gene_5690
ILMN_1712560,Gene_5691
ILMN_1655809,Gene_5692
ILMN_1697286,Gene_5693
ILMN_1754220,Gene_5694
ILMN_1705151,Gene_5695
ILMN_1677165,Gene_5696
ILMN_1706075,Gene_5697
ILMN_1674780,Gene_5698
ILMN_1703720,Gene_5699
ILMN_2182120,Gene_5700
ILMN_1775939,Gene_5701
ILMN_1803110,Gene_5702
ILMN_1722648,Gene_5703
ILMN_1689389,Gene_5704
ILMN_1811560,Gene_5705
ILMN_1697302,Gene_5706
ILMN_1703158,Gene_5707
ILMN_1763887,Gene_5708
ILMN_2414679,Gene_5709
ILMN_1741585,Gene_5710
ILMN_2391750,Gene_5711
ILMN_1752321,Gene_5712
ILMN_1660125,Gene_5713
ILMN_1806607,Gene_5714
ILMN_1769931,Gene_5715
ILMN_2149164,Gene_5716
ILMN_1722898,Gene_5717
ILMN_1810172,Gene_5718
ILMN_2185728,Gene_5719
ILMN_1790026,Gene_5720
ILMN_1795341,Gene_5721
ILMN_1742798,Gene_5722
ILMN_1657790,Gene_5723
ILMN_1720088,Gene_5724
ILMN_2373266,Gene_5725
ILMN_2275297,Gene_5726
ILMN_1728001,Gene_5727
ILMN_2265082,Gene_5728
ILMN_1677162,Gene_5729
ILMN_2354649,Gene_5730
ILMN_1775345,Gene_5731
ILMN_1711270,Gene_5732
ILMN_1772487,Gene_5733
ILMN_1689007,Gene_5734
ILMN_1659874,Gene_5735
ILMN_2146566,Gene_5736
ILMN_1807737,Gene_5737
ILMN_2117716,Gene_5738
ILMN_1696407,Gene_5739
ILMN_1772702,Gene_5740
ILMN_2069593,Gene_5741
ILMN_1679086,Gene_5742
ILMN_2135232,Gene_5743
ILMN_1723212,Gene_5744
ILMN_2175075,Gene_5745
ILMN_1761996,Gene_5746
ILMN_2378868,Gene_5747
ILMN_1697469,Gene_5748
ILMN_1778836,Gene_5749
ILMN_1692575,Gene_5750
ILMN_1760683,Gene_5751
ILMN_1734895,Gene_5752
ILMN_1668378,Gene_5753
ILMN_1765746,Gene_5754
ILMN_1703864,Gene_5755
ILMN_1678533,Gene_5756
ILMN_2048659,Gene_5757
ILMN_2205012,Gene_5758
ILMN_1689114,Gene_5759
ILMN_2359835,Gene_5760
ILMN_1727017,Gene_5761
ILMN_2206949,Gene_5762
ILMN_1768575,Gene_5763
ILMN_2205935,Gene_5764
ILMN_1795976,Gene_5765
ILMN_1662910,Gene_5766
ILMN_2363361,Gene_5767
ILMN_1658437,Gene_5768
ILMN_1770848,Gene_5769
ILMN_1767337,Gene_5770
ILMN_1741007,Gene_5771
ILMN_2194467,Gene_5772
ILMN_1810324,Gene_5773
ILMN_1763457,Gene_5774
ILMN_1702861,Gene_5775
ILMN_1657254,Gene_5776
ILMN_1674620,Gene_5777
ILMN_1659649,Gene_5778
ILMN_1718519,Gene_5779
ILMN_1773042,Gene_5780
ILMN_1664362,Gene_5781
ILMN_1702487,Gene_5782
ILMN_1660413,Gene_5783
ILMN_2361920,Gene_5784
ILMN_1679233,Gene_5785
ILMN_1715771,Gene_5786
ILMN_1729785,Gene_5787
ILMN_1747020,Gene_5788
ILMN_2366703,Gene_5789
ILMN_1740505,Gene_5790
ILMN_1685176,Gene_5791
ILMN_1730825,Gene_5792
ILMN_2404906,Gene_5793
ILMN_2061641,Gene_5794
ILMN_1746699,Gene_5795
ILMN_1761531,Gene_5796
ILMN_1679837,Gene_5797
ILMN_1811364,Gene_5798
ILMN_1812062,Gene_5799
ILMN_1662140,Gene_5800
ILMN_2133675,Gene_5801
ILMN_1661939,Gene_5802
ILMN_1762207,Gene_5803
ILMN_1779171,Gene_5804
ILMN_1679614,Gene_5805
ILMN_1677800,Gene_5806
ILMN_1675249,Gene_5807
ILMN_2109343,Gene_5808
ILMN_2061185,Gene_5809
ILMN_1669833,Gene_5810
ILMN_1752046,Gene_5811
ILMN_1705892,Gene_5812
ILMN_1701237,Gene_5813
ILMN_1733874,Gene_5814
ILMN_1772466,Gene_5815
ILMN_1775734,Gene_5816
ILMN_2321648,Gene_5817
ILMN_1674440,Gene_5818
ILMN_1679322,Gene_5819
ILMN_2156965,Gene_5820
ILMN_1664762,Gene_5821
ILMN_1672795,Gene_5822
ILMN_1754126,Gene_5823
ILMN_1695263,Gene_5824
ILMN_1749744,Gene_5825
ILMN_1761875,Gene_5826
ILMN_1733346,Gene_5827
ILMN_1702835,Gene_5828
ILMN_2081162,Gene_5829
ILMN_1762764,Gene_5830
ILMN_1737163,Gene_5831
ILMN_1692539,Gene_5832
ILMN_1801914,Gene_5833
ILMN_1785330,Gene_5834
ILMN_1675898,Gene_5835
ILMN_1814773,Gene_5836
ILMN_1683799,Gene_5837
ILMN_1665384,Gene_5838
ILMN_1653133,Gene_5839
