Gene_1,"['hsa-let-7a-1', 'hsa-mir-31']"
Gene_2263,"['hsa-mir-3131', 'hsa-mir-92a-2', 'hsa-mir-4314']"
Gene_2264,"['hsa-mir-3132', 'hsa-mir-92a-1', 'hsa-mir-4315-1']"
Gene_2265,"['hsa-mir-3133', 'hsa-mir-924', 'hsa-mir-4315-2']"
Gene_2266,"['hsa-mir-3134', 'hsa-mir-922', 'hsa-mir-4316']"
Gene_2267,"['hsa-mir-3135a', 'hsa-mir-921', 'hsa-mir-4317']"
Gene_2268,"['hsa-mir-3135b', 'hsa-mir-920', 'hsa-mir-4318']"
Gene_2269,"['hsa-mir-3136', 'hsa-mir-9-3', 'hsa-mir-4319']"
Gene_2270,"['hsa-mir-3137', 'hsa-mir-9-2', 'hsa-mir-432']"
Gene_2271,"['hsa-mir-3138', 'hsa-mir-9-1', 'hsa-mir-4320']"
Gene_2272,"['hsa-mir-3139', 'hsa-mir-892c', 'hsa-mir-4321']"
Gene_2273,"['hsa-mir-3140', 'hsa-mir-892b', 'hsa-mir-4322']"
Gene_2274,"['hsa-mir-3141', 'hsa-mir-892a', 'hsa-mir-4323']"
Gene_2275,"['hsa-mir-3142', 'hsa-mir-891b', 'hsa-mir-4324']"
Gene_2276,"['hsa-mir-3143', 'hsa-mir-891a', 'hsa-mir-4325']"
Gene_2277,"['hsa-mir-3144', 'hsa-mir-890', 'hsa-mir-4326']"
Gene_2278,"['hsa-mir-3145', 'hsa-mir-889', 'hsa-mir-4327']"
Gene_2279,"['hsa-mir-3146', 'hsa-mir-888', 'hsa-mir-4328']"
Gene_2280,"['hsa-mir-3147', 'hsa-mir-887', 'hsa-mir-4329']"
Gene_2281,"['hsa-mir-3148', 'hsa-mir-885', 'hsa-mir-433']"
Gene_2282,"['hsa-mir-3149', 'hsa-mir-877', 'hsa-mir-4330']"
Gene_2283,"['hsa-mir-3150a', 'hsa-mir-876', 'hsa-mir-4417']"
Gene_2284,"['hsa-mir-3150b', 'hsa-mir-875', 'hsa-mir-4418']"
Gene_2285,"['hsa-mir-3151', 'hsa-mir-874', 'hsa-mir-4419a']"
Gene_2286,"['hsa-mir-3152', 'hsa-mir-873', 'hsa-mir-4419b']"
Gene_2287,"['hsa-mir-3153', 'hsa-mir-8485', 'hsa-mir-4420']"
Gene_2288,"['hsa-mir-3154', 'hsa-mir-8089', 'hsa-mir-4421']"
Gene_2289,"['hsa-mir-3155a', 'hsa-mir-8088', 'hsa-mir-4422']"
Gene_2290,"['hsa-mir-3155b', 'hsa-mir-8087', 'hsa-mir-4423']"
Gene_2291,"['hsa-mir-3156-1', 'hsa-mir-8086', 'hsa-mir-4424']"
Gene_2292,"['hsa-mir-3156-2', 'hsa-mir-8085', 'hsa-mir-4425']"
Gene_2293,"['hsa-mir-3156-3', 'hsa-mir-8084', 'hsa-mir-4426']"
Gene_2294,"['hsa-mir-3157', 'hsa-mir-8083', 'hsa-mir-4427']"
Gene_2295,"['hsa-mir-3158-1', 'hsa-mir-8082', 'hsa-mir-4428']"
Gene_2296,"['hsa-mir-3158-2', 'hsa-mir-8081', 'hsa-mir-4429']"
Gene_2297,"['hsa-mir-3159', 'hsa-mir-8080', 'hsa-mir-4430']"
Gene_2298,"['hsa-mir-3160-1', 'hsa-mir-8079', 'hsa-mir-4431']"
Gene_2299,"['hsa-mir-3160-2', 'hsa-mir-8078', 'hsa-mir-4432']"
Gene_2300,"['hsa-mir-3161', 'hsa-mir-8077', 'hsa-mir-4433a']"
Gene_2301,"['hsa-mir-3162', 'hsa-mir-8076', 'hsa-mir-4433b']"
Gene_2302,"['hsa-mir-3163', 'hsa-mir-8075', 'hsa-mir-4434']"
Gene_2303,"['hsa-mir-3164', 'hsa-mir-8074', 'hsa-mir-4435-1']"
Gene_2304,"['hsa-mir-3165', 'hsa-mir-8073', 'hsa-mir-4435-2']"
Gene_2305,"['hsa-mir-3166', 'hsa-mir-8072', 'hsa-mir-4436a']"
Gene_2306,"['hsa-mir-3167', 'hsa-mir-8071-2', 'hsa-mir-4436b-1']"
Gene_2307,"['hsa-mir-3168', 'hsa-mir-8071-1', 'hsa-mir-4436b-2']"
Gene_2308,"['hsa-mir-3169', 'hsa-mir-8070', 'hsa-mir-4437']"
Gene_2309,"['hsa-mir-3170', 'hsa-mir-8069-2', 'hsa-mir-4438']"
Gene_2310,"['hsa-mir-3171', 'hsa-mir-8069-1', 'hsa-mir-4439']"
Gene_2311,"['hsa-mir-3173', 'hsa-mir-8068', 'hsa-mir-4440']"
Gene_2312,"['hsa-mir-3174', 'hsa-mir-8067', 'hsa-mir-4441']"
Gene_2313,"['hsa-mir-3175', 'hsa-mir-8066', 'hsa-mir-4442']"
Gene_2314,"['hsa-mir-3176', 'hsa-mir-8065', 'hsa-mir-4443']"
Gene_2315,"['hsa-mir-3177', 'hsa-mir-8064', 'hsa-mir-4444-1']"
Gene_2316,"['hsa-mir-3178', 'hsa-mir-8063', 'hsa-mir-4444-2']"
Gene_2317,"['hsa-mir-3179-1', 'hsa-mir-8062', 'hsa-mir-4445']"
Gene_2318,"['hsa-mir-3179-2', 'hsa-mir-8061', 'hsa-mir-4446']"
Gene_2319,"['hsa-mir-3179-3', 'hsa-mir-8060', 'hsa-mir-4447']"
Gene_2320,"['hsa-mir-3179-4', 'hsa-mir-8059', 'hsa-mir-4448']"
Gene_2321,"['hsa-mir-3180-1', 'hsa-mir-8058', 'hsa-mir-4449']"
Gene_2322,"['hsa-mir-3180-2', 'hsa-mir-8057', 'hsa-mir-4450']"
Gene_2323,"['hsa-mir-3180-3', 'hsa-mir-8056', 'hsa-mir-4451']"
Gene_2324,"['hsa-mir-3180-4', 'hsa-mir-8055', 'hsa-mir-4452']"
Gene_2325,"['hsa-mir-3180-5', 'hsa-mir-8054', 'hsa-mir-4453']"
Gene_2326,"['hsa-mir-3181', 'hsa-mir-8053', 'hsa-mir-4454']"
Gene_2327,"['hsa-mir-3182', 'hsa-mir-8052', 'hsa-mir-4455']"
Gene_2328,"['hsa-mir-3183', 'hsa-mir-802', 'hsa-mir-4456']"
Gene_2329,"['hsa-mir-3184', 'hsa-mir-7978', 'hsa-mir-4457']"
Gene_2330,"['hsa-mir-3185', 'hsa-mir-7977', 'hsa-mir-4458']"
Gene_2331,"['hsa-mir-3186', 'hsa-mir-7976', 'hsa-mir-4459']"
Gene_2332,"['hsa-mir-3187', 'hsa-mir-7975', 'hsa-mir-4460']"
Gene_2333,"['hsa-mir-3188', 'hsa-mir-7974', 'hsa-mir-4461']"
Gene_2334,"['hsa-mir-3189', 'hsa-mir-7973-2', 'hsa-mir-4462']"
Gene_2335,"['hsa-mir-3190', 'hsa-mir-7973-1', 'hsa-mir-4463']"
Gene_2336,"['hsa-mir-3191', 'hsa-mir-7856', 'hsa-mir-4464']"
Gene_2337,"['hsa-mir-3192', 'hsa-mir-7855', 'hsa-mir-4465']"
Gene_2338,"['hsa-mir-3193', 'hsa-mir-7854', 'hsa-mir-4466']"
Gene_2339,"['hsa-mir-3194', 'hsa-mir-7853', 'hsa-mir-4467']"
Gene_2340,"['hsa-mir-3195', 'hsa-mir-7852', 'hsa-mir-4468']"
Gene_2341,"['hsa-mir-3196', 'hsa-mir-7851', 'hsa-mir-4469']"
Gene_2342,"['hsa-mir-3197', 'hsa-mir-7850', 'hsa-mir-4470']"
Gene_2343,"['hsa-mir-3198-1', 'hsa-mir-7849', 'hsa-mir-4471']"
Gene_2344,"['hsa-mir-3198-2', 'hsa-mir-7848', 'hsa-mir-4472-1']"
Gene_2345,"['hsa-mir-3199-1', 'hsa-mir-7847', 'hsa-mir-4472-2']"
Gene_2346,"['hsa-mir-3199-2', 'hsa-mir-7846', 'hsa-mir-4473']"
Gene_2347,"['hsa-mir-32', 'hsa-mir-7845', 'hsa-mir-4474']"
Gene_2348,"['hsa-mir-3200', 'hsa-mir-7844', 'hsa-mir-4475']"
Gene_2349,"['hsa-mir-3201', 'hsa-mir-7843', 'hsa-mir-4476']"
Gene_2350,"['hsa-mir-3202-1', 'hsa-mir-7706', 'hsa-mir-4477a']"
Gene_2351,"['hsa-mir-3202-2', 'hsa-mir-7705', 'hsa-mir-4477b']"
Gene_2352,"['hsa-mir-320a', 'hsa-mir-7704', 'hsa-mir-4478']"
Gene_2353,"['hsa-mir-320b-1', 'hsa-mir-7703', 'hsa-mir-4479']"
Gene_2354,"['hsa-mir-320b-2', 'hsa-mir-7702', 'hsa-mir-448']"
Gene_2355,"['hsa-mir-320c-1', 'hsa-mir-770', 'hsa-mir-4480']"
Gene_2356,"['hsa-mir-320c-2', 'hsa-mir-769', 'hsa-mir-4481']"
Gene_2357,"['hsa-mir-320d-1', 'hsa-mir-767', 'hsa-mir-4482']"
Gene_2358,"['hsa-mir-320d-2', 'hsa-mir-766', 'hsa-mir-4483']"
Gene_2359,"['hsa-mir-320e', 'hsa-mir-765', 'hsa-mir-4484']"
Gene_2360,"['hsa-mir-323a', 'hsa-mir-7641-2', 'hsa-mir-4485']"
Gene_2361,"['hsa-mir-323b', 'hsa-mir-7641-1', 'hsa-mir-4486']"
Gene_2362,"['hsa-mir-324', 'hsa-mir-764', 'hsa-mir-4487']"
Gene_2363,"['hsa-mir-325', 'hsa-mir-762', 'hsa-mir-4488']"
Gene_2364,"['hsa-mir-326', 'hsa-mir-761', 'hsa-mir-4489']"
Gene_2365,"['hsa-mir-328', 'hsa-mir-760', 'hsa-mir-4490']"
Gene_2366,"['hsa-mir-329-1', 'hsa-mir-759', 'hsa-mir-4491']"
Gene_2367,"['hsa-mir-329-2', 'hsa-mir-758', 'hsa-mir-4492']"
Gene_2368,"['hsa-mir-330', 'hsa-mir-7515', 'hsa-mir-4493']"
Gene_2369,"['hsa-mir-331', 'hsa-mir-744', 'hsa-mir-4494']"
Gene_2370,"['hsa-mir-335', 'hsa-mir-718', 'hsa-mir-4495']"
Gene_2371,"['hsa-mir-337', 'hsa-mir-7162', 'hsa-mir-4496']"
Gene_2372,"['hsa-mir-338', 'hsa-mir-7161', 'hsa-mir-4497']"
Gene_2373,"['hsa-mir-339', 'hsa-mir-7160', 'hsa-mir-4498']"
Gene_2374,"['hsa-mir-33a', 'hsa-mir-7159', 'hsa-mir-4499']"
Gene_2375,"['hsa-mir-33b', 'hsa-mir-7158', 'hsa-mir-449a']"
Gene_2376,"['hsa-mir-340', 'hsa-mir-7157', 'hsa-mir-449b']"
Gene_2377,"['hsa-mir-342', 'hsa-mir-7156', 'hsa-mir-449c']"
Gene_2378,"['hsa-mir-345', 'hsa-mir-7155', 'hsa-mir-4500']"
Gene_2379,"['hsa-mir-346', 'hsa-mir-7154', 'hsa-mir-4501']"
Gene_2380,"['hsa-mir-34a', 'hsa-mir-7153', 'hsa-mir-4502']"
Gene_2381,"['hsa-mir-34b', 'hsa-mir-7152', 'hsa-mir-4503']"
Gene_2382,"['hsa-mir-34c', 'hsa-mir-7151', 'hsa-mir-4504']"
Gene_2383,"['hsa-mir-3529', 'hsa-mir-7150', 'hsa-mir-4505']"
Gene_2384,"['hsa-mir-3591', 'hsa-mir-7114', 'hsa-mir-4506']"
Gene_2385,"['hsa-mir-3605', 'hsa-mir-7113', 'hsa-mir-4507']"
Gene_2386,"['hsa-mir-3606', 'hsa-mir-7112', 'hsa-mir-4508']"
Gene_2387,"['hsa-mir-3607', 'hsa-mir-7111', 'hsa-mir-4509-1']"
Gene_2388,"['hsa-mir-3609', 'hsa-mir-7110', 'hsa-mir-4509-2']"
Gene_2389,"['hsa-mir-361', 'hsa-mir-711', 'hsa-mir-4509-3']"
Gene_2390,"['hsa-mir-3610', 'hsa-mir-7109', 'hsa-mir-450a-1']"
Gene_2391,"['hsa-mir-3611', 'hsa-mir-7108', 'hsa-mir-450a-2']"
Gene_2392,"['hsa-mir-3612', 'hsa-mir-7107', 'hsa-mir-450b']"
Gene_2393,"['hsa-mir-3613', 'hsa-mir-7106', 'hsa-mir-4510']"
Gene_2394,"['hsa-mir-3614', 'hsa-mir-708', 'hsa-mir-4511']"
Gene_2395,"['hsa-mir-3615', 'hsa-mir-7-3', 'hsa-mir-4512']"
Gene_2396,"['hsa-mir-3616', 'hsa-mir-7-2', 'hsa-mir-4513']"
Gene_2397,"['hsa-mir-3617', 'hsa-mir-7-1', 'hsa-mir-4514']"
Gene_2398,"['hsa-mir-3618', 'hsa-mir-6895', 'hsa-mir-4515']"
Gene_2399,"['hsa-mir-3619', 'hsa-mir-6894', 'hsa-mir-4516']"
Gene_2400,"['hsa-mir-362', 'hsa-mir-6893', 'hsa-mir-4517']"
Gene_2401,"['hsa-mir-3620', 'hsa-mir-6892', 'hsa-mir-4518']"
Gene_2402,"['hsa-mir-3621', 'hsa-mir-6891', 'hsa-mir-4519']"
Gene_2403,"['hsa-mir-3622a', 'hsa-mir-6890', 'hsa-mir-451a']"
Gene_2404,"['hsa-mir-3622b', 'hsa-mir-6889', 'hsa-mir-451b']"
Gene_2405,"['hsa-mir-363', 'hsa-mir-6888', 'hsa-mir-452']"
Gene_2406,"['hsa-mir-3646', 'hsa-mir-6887', 'hsa-mir-4520-1']"
Gene_2407,"['hsa-mir-3648-1', 'hsa-mir-6886', 'hsa-mir-4520-2']"
Gene_2408,"['hsa-mir-3648-2', 'hsa-mir-6885', 'hsa-mir-4521']"
Gene_2409,"['hsa-mir-3649', 'hsa-mir-6884', 'hsa-mir-4522']"
Gene_2410,"['hsa-mir-3650', 'hsa-mir-6883', 'hsa-mir-4523']"
Gene_2411,"['hsa-mir-3651', 'hsa-mir-6882', 'hsa-mir-4524a']"
Gene_2412,"['hsa-mir-3652', 'hsa-mir-6881', 'hsa-mir-4524b']"
Gene_2413,"['hsa-mir-3653', 'hsa-mir-6880', 'hsa-mir-4525']"
Gene_2414,"['hsa-mir-3654', 'hsa-mir-6879', 'hsa-mir-4526']"
Gene_2415,"['hsa-mir-3655', 'hsa-mir-6878', 'hsa-mir-4527']"
Gene_2416,"['hsa-mir-3656', 'hsa-mir-6877', 'hsa-mir-4528']"
Gene_2417,"['hsa-mir-3657', 'hsa-mir-6876', 'hsa-mir-4529']"
Gene_2418,"['hsa-mir-3658', 'hsa-mir-6875', 'hsa-mir-4530']"
Gene_2419,"['hsa-mir-3659', 'hsa-mir-6874', 'hsa-mir-4531']"
Gene_2420,"['hsa-mir-365a', 'hsa-mir-6873', 'hsa-mir-4532']"
Gene_2421,"['hsa-mir-365b', 'hsa-mir-6872', 'hsa-mir-4533']"
Gene_2422,"['hsa-mir-3660', 'hsa-mir-6871', 'hsa-mir-4534']"
Gene_2423,"['hsa-mir-3661', 'hsa-mir-6870', 'hsa-mir-4535']"
Gene_2424,"['hsa-mir-3662', 'hsa-mir-6869', 'hsa-mir-4536-1']"
Gene_2425,"['hsa-mir-3663', 'hsa-mir-6868', 'hsa-mir-4536-2']"
Gene_2426,"['hsa-mir-3664', 'hsa-mir-6867', 'hsa-mir-4537']"
Gene_2427,"['hsa-mir-3665', 'hsa-mir-6866', 'hsa-mir-4538']"
Gene_2428,"['hsa-mir-3666', 'hsa-mir-6865', 'hsa-mir-4539']"
Gene_2429,"['hsa-mir-3667', 'hsa-mir-6864', 'hsa-mir-454']"
Gene_2430,"['hsa-mir-3668', 'hsa-mir-6863', 'hsa-mir-4540']"
Gene_2431,"['hsa-mir-367', 'hsa-mir-6862-2', 'hsa-mir-455']"
Gene_2432,"['hsa-mir-3670-1', 'hsa-mir-6862-1', 'hsa-mir-4632']"
Gene_2433,"['hsa-mir-3670-2', 'hsa-mir-6861', 'hsa-mir-4633']"
Gene_2434,"['hsa-mir-3670-3', 'hsa-mir-6860', 'hsa-mir-4634']"
Gene_2435,"['hsa-mir-3670-4', 'hsa-mir-6859-4', 'hsa-mir-4635']"
Gene_2436,"['hsa-mir-3671', 'hsa-mir-6859-3', 'hsa-mir-4636']"
Gene_2437,"['hsa-mir-3672', 'hsa-mir-6859-2', 'hsa-mir-4637']"
Gene_2438,"['hsa-mir-3674', 'hsa-mir-6859-1', 'hsa-mir-4638']"
Gene_2439,"['hsa-mir-3675', 'hsa-mir-6858', 'hsa-mir-4639']"
Gene_2440,"['hsa-mir-3677', 'hsa-mir-6857', 'hsa-mir-4640']"
Gene_2441,"['hsa-mir-3678', 'hsa-mir-6856', 'hsa-mir-4641']"
Gene_2442,"['hsa-mir-3679', 'hsa-mir-6855', 'hsa-mir-4642']"
Gene_2443,"['hsa-mir-3680-1', 'hsa-mir-6854', 'hsa-mir-4643']"
Gene_2444,"['hsa-mir-3680-2', 'hsa-mir-6853', 'hsa-mir-4644']"
Gene_2445,"['hsa-mir-3681', 'hsa-mir-6852', 'hsa-mir-4645']"
Gene_2446,"['hsa-mir-3682', 'hsa-mir-6851', 'hsa-mir-4646']"
Gene_2447,"['hsa-mir-3683', 'hsa-mir-6850', 'hsa-mir-4647']"
Gene_2448,"['hsa-mir-3684', 'hsa-mir-6849', 'hsa-mir-4648']"
Gene_2449,"['hsa-mir-3685', 'hsa-mir-6848', 'hsa-mir-4649']"
Gene_2450,"['hsa-mir-3686', 'hsa-mir-6847', 'hsa-mir-4650-1']"
Gene_2451,"['hsa-mir-3687-1', 'hsa-mir-6846', 'hsa-mir-4650-2']"
Gene_2452,"['hsa-mir-3687-2', 'hsa-mir-6845', 'hsa-mir-4651']"
Gene_2453,"['hsa-mir-3688-1', 'hsa-mir-6844', 'hsa-mir-4652']"
Gene_2454,"['hsa-mir-3688-2', 'hsa-mir-6843', 'hsa-mir-4653']"
Gene_2455,"['hsa-mir-3689a', 'hsa-mir-6842', 'hsa-mir-4654']"
Gene_2456,"['hsa-mir-3689b', 'hsa-mir-6841', 'hsa-mir-4655']"
Gene_2457,"['hsa-mir-3689c', 'hsa-mir-6840', 'hsa-mir-4656']"
Gene_2458,"['hsa-mir-3689d-1', 'hsa-mir-6839', 'hsa-mir-4657']"
Gene_2459,"['hsa-mir-3689d-2', 'hsa-mir-6838', 'hsa-mir-4658']"
Gene_2460,"['hsa-mir-3689e', 'hsa-mir-6837', 'hsa-mir-4659a']"
Gene_2461,"['hsa-mir-3689f', 'hsa-mir-6836', 'hsa-mir-4659b']"
Gene_2462,"['hsa-mir-369', 'hsa-mir-6835', 'hsa-mir-466']"
Gene_2463,"['hsa-mir-3690-1', 'hsa-mir-6834', 'hsa-mir-4660']"
Gene_2464,"['hsa-mir-3690-2', 'hsa-mir-6833', 'hsa-mir-4661']"
Gene_2465,"['hsa-mir-3691', 'hsa-mir-6832', 'hsa-mir-4662a']"
Gene_2466,"['hsa-mir-3692', 'hsa-mir-6831', 'hsa-mir-4662b']"
Gene_2467,"['hsa-mir-370', 'hsa-mir-6830', 'hsa-mir-4663']"
Gene_2468,"['hsa-mir-3713', 'hsa-mir-6829', 'hsa-mir-4664']"
Gene_2469,"['hsa-mir-3714', 'hsa-mir-6828', 'hsa-mir-4665']"
Gene_2470,"['hsa-mir-371a', 'hsa-mir-6827', 'hsa-mir-4666a']"
Gene_2471,"['hsa-mir-371b', 'hsa-mir-6826', 'hsa-mir-4666b']"
Gene_2472,"['hsa-mir-372', 'hsa-mir-6825', 'hsa-mir-4667']"
Gene_2473,"['hsa-mir-373', 'hsa-mir-6824', 'hsa-mir-4668']"
Gene_2474,"['hsa-mir-374a', 'hsa-mir-6823', 'hsa-mir-4669']"
Gene_2475,"['hsa-mir-374b', 'hsa-mir-6822', 'hsa-mir-4670']"
Gene_2476,"['hsa-mir-374c', 'hsa-mir-6821', 'hsa-mir-4671']"
Gene_2477,"['hsa-mir-375', 'hsa-mir-6820', 'hsa-mir-4672']"
Gene_2478,"['hsa-mir-376a-1', 'hsa-mir-6819', 'hsa-mir-4673']"
Gene_2479,"['hsa-mir-376a-2', 'hsa-mir-6818', 'hsa-mir-4674']"
Gene_2480,"['hsa-mir-376b', 'hsa-mir-6817', 'hsa-mir-4675']"
Gene_2481,"['hsa-mir-376c', 'hsa-mir-6816', 'hsa-mir-4676']"
Gene_2482,"['hsa-mir-377', 'hsa-mir-6815', 'hsa-mir-4677']"
Gene_2483,"['hsa-mir-378a', 'hsa-mir-6814', 'hsa-mir-4678']"
Gene_2484,"['hsa-mir-378b', 'hsa-mir-6813', 'hsa-mir-4679-1']"
Gene_2485,"['hsa-mir-378c', 'hsa-mir-6812', 'hsa-mir-4679-2']"
Gene_2486,"['hsa-mir-378d-1', 'hsa-mir-6811', 'hsa-mir-4680']"
Gene_2487,"['hsa-mir-378d-2', 'hsa-mir-6810', 'hsa-mir-4681']"
Gene_2488,"['hsa-mir-378e', 'hsa-mir-6809', 'hsa-mir-4682']"
Gene_2489,"['hsa-mir-378f', 'hsa-mir-6808', 'hsa-mir-4683']"
Gene_2490,"['hsa-mir-378g', 'hsa-mir-6807', 'hsa-mir-4684']"
Gene_2491,"['hsa-mir-378h', 'hsa-mir-6806', 'hsa-mir-4685']"
Gene_2492,"['hsa-mir-378i', 'hsa-mir-6805', 'hsa-mir-4686']"
Gene_2493,"['hsa-mir-378j', 'hsa-mir-6804', 'hsa-mir-4687']"
Gene_2494,"['hsa-mir-379', 'hsa-mir-6803', 'hsa-mir-4688']"
Gene_2495,"['hsa-mir-380', 'hsa-mir-6802', 'hsa-mir-4689']"
Gene_2496,"['hsa-mir-381', 'hsa-mir-6801', 'hsa-mir-4690']"
Gene_2497,"['hsa-mir-382', 'hsa-mir-6800', 'hsa-mir-4691']"
Gene_2498,"['hsa-mir-383', 'hsa-mir-6799', 'hsa-mir-4692']"
Gene_2499,"['hsa-mir-384', 'hsa-mir-6798', 'hsa-mir-4693']"
Gene_2500,"['hsa-mir-3907', 'hsa-mir-6797', 'hsa-mir-4694']"
Gene_2501,"['hsa-mir-3908', 'hsa-mir-6796', 'hsa-mir-4695']"
Gene_2502,"['hsa-mir-3909', 'hsa-mir-6795', 'hsa-mir-4696']"
Gene_2503,"['hsa-mir-3910-1', 'hsa-mir-6794', 'hsa-mir-4697']"
Gene_2504,"['hsa-mir-3910-2', 'hsa-mir-6793', 'hsa-mir-4698']"
Gene_2505,"['hsa-mir-3911', 'hsa-mir-6792', 'hsa-mir-4699']"
Gene_2506,"['hsa-mir-3912', 'hsa-mir-6791', 'hsa-mir-4700']"
Gene_2507,"['hsa-mir-3913-1', 'hsa-mir-6790', 'hsa-mir-4701']"
Gene_2508,"['hsa-mir-3913-2', 'hsa-mir-6789', 'hsa-mir-4703']"
Gene_2509,"['hsa-mir-3914-1', 'hsa-mir-6788', 'hsa-mir-4704']"
Gene_2510,"['hsa-mir-3914-2', 'hsa-mir-6787', 'hsa-mir-4705']"
Gene_2511,"['hsa-mir-3915', 'hsa-mir-6786', 'hsa-mir-4706']"
Gene_2512,"['hsa-mir-3916', 'hsa-mir-6785', 'hsa-mir-4707']"
Gene_2513,"['hsa-mir-3917', 'hsa-mir-6784', 'hsa-mir-4708']"
Gene_2514,"['hsa-mir-3918', 'hsa-mir-6783', 'hsa-mir-4709']"
Gene_2515,"['hsa-mir-3919', 'hsa-mir-6782', 'hsa-mir-4710']"
Gene_2516,"['hsa-mir-3920', 'hsa-mir-6781', 'hsa-mir-4711']"
Gene_2517,"['hsa-mir-3921', 'hsa-mir-6780b', 'hsa-mir-4712']"
Gene_2518,"['hsa-mir-3922', 'hsa-mir-6780a', 'hsa-mir-4713']"
Gene_2519,"['hsa-mir-3923', 'hsa-mir-6779', 'hsa-mir-4714']"
Gene_2520,"['hsa-mir-3924', 'hsa-mir-6778', 'hsa-mir-4715']"
Gene_2521,"['hsa-mir-3925', 'hsa-mir-6777', 'hsa-mir-4716']"
Gene_2522,"['hsa-mir-3926-1', 'hsa-mir-6776', 'hsa-mir-4717']"
Gene_2523,"['hsa-mir-3926-2', 'hsa-mir-6775', 'hsa-mir-4718']"
Gene_2524,"['hsa-mir-3927', 'hsa-mir-6774', 'hsa-mir-4719']"
Gene_2525,"['hsa-mir-3928', 'hsa-mir-6773', 'hsa-mir-4720']"
Gene_2526,"['hsa-mir-3929', 'hsa-mir-6772', 'hsa-mir-4721']"
Gene_2527,"['hsa-mir-3934', 'hsa-mir-6771', 'hsa-mir-4722']"
Gene_2528,"['hsa-mir-3935', 'hsa-mir-6770-3', 'hsa-mir-4723']"
Gene_2529,"['hsa-mir-3936', 'hsa-mir-6770-2', 'hsa-mir-4724']"
Gene_2530,"['hsa-mir-3937', 'hsa-mir-6770-1', 'hsa-mir-4725']"
Gene_2531,"['hsa-mir-3938', 'hsa-mir-6769b', 'hsa-mir-4726']"
Gene_2532,"['hsa-mir-3939', 'hsa-mir-6769a', 'hsa-mir-4727']"
Gene_2533,"['hsa-mir-3940', 'hsa-mir-6768', 'hsa-mir-4728']"
Gene_2534,"['hsa-mir-3941', 'hsa-mir-6767', 'hsa-mir-4729']"
Gene_2535,"['hsa-mir-3942', 'hsa-mir-6766', 'hsa-mir-4730']"
Gene_2536,"['hsa-mir-3943', 'hsa-mir-6765', 'hsa-mir-4731']"
Gene_2537,"['hsa-mir-3944', 'hsa-mir-6764', 'hsa-mir-4732']"
Gene_2538,"['hsa-mir-3945', 'hsa-mir-6763', 'hsa-mir-4733']"
Gene_2539,"['hsa-mir-3960', 'hsa-mir-6762', 'hsa-mir-4734']"
Gene_2540,"['hsa-mir-3972', 'hsa-mir-6761', 'hsa-mir-4735']"
Gene_2541,"['hsa-mir-3973', 'hsa-mir-6760', 'hsa-mir-4736']"
Gene_2542,"['hsa-mir-3974', 'hsa-mir-676', 'hsa-mir-4737']"
Gene_2543,"['hsa-mir-3975', 'hsa-mir-6759', 'hsa-mir-4738']"
Gene_2544,"['hsa-mir-3976', 'hsa-mir-6758', 'hsa-mir-4739']"
Gene_2545,"['hsa-mir-3977', 'hsa-mir-6757', 'hsa-mir-4740']"
Gene_2546,"['hsa-mir-3978', 'hsa-mir-6756', 'hsa-mir-4741']"
Gene_2547,"['hsa-mir-409', 'hsa-mir-6755', 'hsa-mir-4742']"
Gene_2548,"['hsa-mir-410', 'hsa-mir-6754', 'hsa-mir-4743']"
Gene_2549,"['hsa-mir-411', 'hsa-mir-6753', 'hsa-mir-4744']"
Gene_2550,"['hsa-mir-412', 'hsa-mir-6752', 'hsa-mir-4745']"
Gene_2551,"['hsa-mir-421', 'hsa-mir-6751', 'hsa-mir-4746']"
Gene_2552,"['hsa-mir-422a', 'hsa-mir-6750', 'hsa-mir-4747']"
Gene_2553,"['hsa-mir-423', 'hsa-mir-675', 'hsa-mir-4748']"
Gene_2554,"['hsa-mir-424', 'hsa-mir-6749', 'hsa-mir-4749']"
Gene_2555,"['hsa-mir-425', 'hsa-mir-6748', 'hsa-mir-4750']"
Gene_2556,"['hsa-mir-4251', 'hsa-mir-6747', 'hsa-mir-4751']"
Gene_2557,"['hsa-mir-4252', 'hsa-mir-6746', 'hsa-mir-4752']"
Gene_2558,"['hsa-mir-4253', 'hsa-mir-6745', 'hsa-mir-4753']"
Gene_2559,"['hsa-mir-4254', 'hsa-mir-6744', 'hsa-mir-4754']"
Gene_2560,"['hsa-mir-4255', 'hsa-mir-6743', 'hsa-mir-4755']"
Gene_2561,"['hsa-mir-4256', 'hsa-mir-6742', 'hsa-mir-4756']"
Gene_2562,"['hsa-mir-4257', 'hsa-mir-6741', 'hsa-mir-4757']"
Gene_2563,"['hsa-mir-4258', 'hsa-mir-6740', 'hsa-mir-4758']"
Gene_2564,"['hsa-mir-4259', 'hsa-mir-6739', 'hsa-mir-4759']"
Gene_2565,"['hsa-mir-4260', 'hsa-mir-6738', 'hsa-mir-4760']"
Gene_2566,"['hsa-mir-4261', 'hsa-mir-6737', 'hsa-mir-4761']"
Gene_2567,"['hsa-mir-4262', 'hsa-mir-6736', 'hsa-mir-4762']"
Gene_2568,"['hsa-mir-4263', 'hsa-mir-6735', 'hsa-mir-4763']"
